,posteam_type,yardline_100,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,drive,qtr,goal_to_go,ydstogo,desc,shotgun,no_huddle,qb_dropback,qb_scramble,posteam_timeouts_remaining,defteam_timeouts_remaining,score_differential,no_score_prob,opp_fg_prob,opp_safety_prob,opp_td_prob,fg_prob,safety_prob,td_prob,penalty,pass,run,4th_down_conversion,scoring_prob
273802,0.0,3.0,160.0,160.0,160.0,20,4,1.0,3,"(2:40) (Shotgun) C.Kaepernick scrambles right tackle for 3 yards, TOUCHDOWN. The Replay Official reviewed the runner broke the plane ruling, and the play was REVERSED. (Shotgun) C.Kaepernick scrambles right tackle to PIT 1 for 2 yards (B.Dupree).",1,0,1.0,1,0.0,2.0,-25.0,0.13940026884532625,0.017739271441267426,0.00039126181330069486,0.022980822816579143,0.6589016597458289,0.00459898959878581,0.15598772573891165,0.0,0,1,0.0,0.10278057138934604
273941,1.0,28.0,823.0,823.0,823.0,17,4,0.0,1,(13:43) M.Ingram left guard to TB 22 for 6 yards (C.McDonald).,0,0,0.0,0,3.0,3.0,-16.0,0.03505567824186974,0.07562308619616401,0.0004818675381661443,0.12002058622559213,0.5181771801594566,0.004992862978572313,0.2456487386601791,0.0,0,1,1.0,0.1272895707086589
274039,1.0,1.0,871.0,871.0,2671.0,5,2,1.0,1,"(14:31) (Run formation) T.Bridgewater left end for 1 yard, TOUCHDOWN. Penalty on DET-E.Ansah, Defensive Offside, declined.",0,0,0.0,0,1.0,3.0,7.0,0.011006382048784086,0.030023928837126405,0.0033469604674293955,0.04516970711059877,0.5530793910090703,0.014064094461951868,0.3433095360650392,0.0,0,1,1.0,0.18987742913445835
274155,0.0,51.0,216.0,216.0,216.0,20,4,0.0,4,"(3:36) (Shotgun) M.Stafford scrambles left end pushed ob at MIN 42 for 9 yards (A.Barr). PENALTY on MIN-A.Barr, Unnecessary Roughness, 15 yards, enforced at MIN 42.",1,0,1.0,1,2.0,2.0,-16.0,0.4169407443977201,0.10341076190843672,0.0012908024351319044,0.15092161784264524,0.17134199292832927,0.003541966857545489,0.1525521136301911,1.0,0,1,1.0,0.02613858317482589
274163,0.0,19.0,145.0,145.0,145.0,20,4,0.0,7,(2:25) (Shotgun) M.Stafford pass short left to L.Moore to MIN 12 for 7 yards (T.Newman).,1,0,1.0,0,2.0,1.0,-16.0,0.25355385216997595,0.034112058231197236,0.0002091460956335101,0.050888805956174524,0.5677653738258215,0.002929560981456881,0.09054120273974037,0.0,1,0,1.0,0.05140615982016818
274337,0.0,23.0,346.0,346.0,346.0,22,4,0.0,1,(5:46) (Pass formation) C.Palmer pass short right to L.Fitzgerald to CHI 21 for 2 yards (T.Mitchell).,0,0,1.0,0,2.0,2.0,18.0,0.1709209236850538,0.05034072307276268,0.00028272429204581287,0.07893400747470497,0.5046691739946727,0.0038263373548657453,0.19102611012589427,0.0,1,0,1.0,0.09640498920865044
274353,1.0,24.0,76.0,76.0,76.0,23,4,0.0,7,(1:16) (Shotgun) J.Clausen pass incomplete deep left to E.Royal.,1,0,1.0,0,1.0,1.0,-24.0,0.3680498132870625,0.025574099664203282,0.0003418090432940801,0.018746156064575744,0.5245343639354775,0.0009179567077182528,0.06183580129766865,0.0,1,0,0.0,0.0324350027021132
274426,0.0,52.0,405.0,405.0,2205.0,12,2,0.0,1,"(6:45) (No Huddle) T.Brady pass incomplete deep right to J.Edelman. Overthrown, receiver at BUF 24. Pressure on QB: Ma.Williams.",0,1,1.0,0,2.0,3.0,14.0,0.250465492756736,0.12817146000382598,0.001439032031701946,0.19457963667153846,0.16796718209090974,0.004244396375777254,0.2531328000695105,0.0,1,0,0.0,0.04251800312245732
274521,1.0,34.0,736.0,736.0,736.0,22,4,0.0,1,(12:16) (Shotgun) Ka.Williams up the middle to NE 32 for 2 yards (J.Collins).,1,0,0.0,0,3.0,2.0,-24.0,0.058132365997338085,0.09396540093953566,0.0006900073602480576,0.14758196460164633,0.4253145415137404,0.005221373224306072,0.2690943463631854,0.0,0,1,1.0,0.11444973854739786
274533,0.0,41.0,495.0,495.0,495.0,23,4,0.0,1,"(8:15) T.Brady pass incomplete deep middle to J.Edelman. Overthrown, receiver at BUF 9.",0,0,1.0,0,1.0,3.0,18.0,0.16166399119498118,0.1058939990891072,0.000915700351165283,0.16343705082517165,0.29810962488171683,0.004808588161004004,0.26517104549685383,0.0,1,0,0.0,0.07905004090255977
274798,1.0,19.0,404.0,404.0,2204.0,10,2,0.0,1,(6:44) J.Manziel up the middle to TEN 19 for no gain (A.Williamson).,0,0,0.0,0,2.0,1.0,14.0,0.12277085292699345,0.043831216583527836,0.00022395059218326564,0.06920735454885411,0.579329003171349,0.003737371959374853,0.18090025021771747,0.0,0,1,0.0,0.10480076163207788
274871,0.0,13.0,408.0,408.0,408.0,20,4,0.0,6,"(6:48) (Shotgun) M.Mariota pass short middle to D.Green-Beckham for 13 yards, TOUCHDOWN.",1,0,1.0,0,3.0,2.0,-13.0,0.08322159507307192,0.030355808355884382,0.00015954587316078297,0.046238334911022805,0.7436243386862535,0.0030982501248735385,0.09330212697573316,0.0,1,0,1.0,0.06938173247035043
274896,0.0,27.0,64.0,64.0,64.0,22,4,0.0,2,(1:04) (Shotgun) M.Mariota pass short left to A.Fasano to CLE 19 for 8 yards (T.Williams).,1,0,1.0,0,1.0,1.0,-13.0,0.4425954420251455,0.028810748696933074,0.0003668723138912582,0.021679368437045314,0.4176102616433046,0.0009436936018752972,0.08799361328180487,0.0,1,0,1.0,0.03674703586555429
275084,1.0,50.0,44.0,44.0,44.0,20,4,0.0,10,(:44) E.Manning pass incomplete short left to P.Parker (J.Durant).,0,0,1.0,0,2.0,0.0,-4.0,0.6542369359194117,0.05358347507389173,0.001377219709186703,0.037706995199911324,0.1854167404322982,0.0009141728324673297,0.0667644608328331,0.0,1,0,0.0,0.012379248704343756
275247,0.0,59.0,101.0,101.0,101.0,23,4,0.0,10,(1:41) (Shotgun) N.Foles pass incomplete short left to S.Bailey [C.Baker].,1,0,1.0,0,2.0,3.0,-14.0,0.6568451911055081,0.07472375049660501,0.0023825343890118192,0.052134972842767593,0.13717321525360793,0.0009852765156613539,0.07575505939683824,0.0,1,0,0.0,0.010391565069192346
275438,0.0,71.0,20.0,20.0,20.0,24,4,0.0,1,(:20) (Shotgun) R.Tannehill pass incomplete deep right to R.Matthews (T.Smith).,1,0,1.0,0,0.0,1.0,-3.0,0.7583535112560505,0.06459275358709722,0.00219760633932686,0.0468214661550411,0.03992674132307007,0.0005975389118587647,0.08751038242755557,0.0,1,0,0.0,0.0034940044022679483
275498,0.0,71.0,657.0,657.0,2457.0,8,2,0.0,1,(10:57) J.Forsett left end pushed ob at BAL 30 for 1 yard (D.Hayden).,0,0,0.0,0,3.0,3.0,-7.0,0.1214421591260884,0.21227861536887152,0.0037638981453036523,0.3180702715005182,0.07235921019760179,0.004083161683835289,0.2680026839777812,0.0,0,1,1.0,0.019392462543469716
275605,0.0,15.0,502.0,502.0,502.0,17,4,0.0,1,(8:22) J.Flacco up the middle to OAK 13 for 2 yards (Team).,0,0,0.0,0,3.0,2.0,-7.0,0.07409149103151595,0.03772019988583742,0.000175437099151801,0.0600654229626217,0.6556378565905804,0.003608820835961053,0.1687007715943317,0.0,0,1,1.0,0.1106066122932847
275819,1.0,6.0,86.0,86.0,86.0,23,4,1.0,6,"(1:26) (No Huddle, Shotgun) S.Bradford pass short right to J.Matthews for 6 yards, TOUCHDOWN.",1,1,1.0,0,1.0,3.0,-16.0,0.15817850475719908,0.008793335042822474,0.0001416416043749139,0.005199783176853335,0.7653348049927803,0.000721946328269612,0.06162998409770028,0.0,1,0,1.0,0.04716757186112159
276267,1.0,38.0,539.0,1439.0,1439.0,12,3,0.0,1,"(8:59) (No Huddle, Shotgun) E.Manning pass short right to O.Beckham Jr. to WAS 34 for 4 yards (B.Breeland).",1,1,1.0,0,3.0,3.0,9.0,0.0040481033832338855,0.11871765141650566,0.000968954965284592,0.190577415499882,0.3882925620044943,0.005903597535659182,0.2914917151949404,0.0,1,0,1.0,0.11318406489612778
276299,0.0,40.0,723.0,723.0,723.0,15,4,0.0,2,"(12:03) (Shotgun) K.Cousins pass short left to R.Grant to NYG 34 for 6 yards (T.McBride). Penalty on NYG-J.Hosley, Illegal Use of Hands, declined.",1,0,1.0,0,3.0,3.0,-19.0,0.06983607038377405,0.1173697127414533,0.0010624561285787855,0.17990258655983213,0.3769487552481151,0.005507759675323467,0.24937265926292315,0.0,1,0,1.0,0.09400071350207122
276309,0.0,7.0,582.0,582.0,582.0,15,4,0.0,1,"(9:42) M.Jones left end to NYG 2 for 5 yards (T.Wade). FUMBLES (T.Wade), ball out of bounds in End Zone, Touchback.",0,0,0.0,0,3.0,2.0,-19.0,0.038802994141428064,0.025078463729622472,9.64872737846314e-05,0.04043965987469828,0.7594432283868192,0.00301890640963218,0.1331202601840151,0.0,0,1,0.0,0.10109728015784178
276323,0.0,65.0,300.0,300.0,300.0,17,4,0.0,9,"(5:00) (No Huddle, Shotgun) K.Cousins pass short middle to C.Thompson to WAS 45 for 10 yards (U.Unga).",1,1,1.0,0,3.0,1.0,-19.0,0.37312217373070256,0.15625492514639194,0.002947065768768253,0.2206255448622612,0.10561932640321198,0.0035973025356778048,0.13783366155298615,0.0,1,0,1.0,0.014557898488914693
276520,1.0,59.0,94.0,94.0,94.0,20,4,0.0,4,(1:34) (Shotgun) B.Weeden pass incomplete short middle to T.Williams. Pass incomplete on a slant pattern.,1,0,1.0,0,1.0,3.0,-11.0,0.6670320805671129,0.07116471471838842,0.002078481117339665,0.05074855960744554,0.11816729518412658,0.0009345664496609797,0.08987430235592568,0.0,1,0,0.0,0.010620203215960113
276636,0.0,80.0,512.0,1412.0,1412.0,16,3,0.0,10,(8:32) (Punt formation) P.McAfee right end pushed ob at IND 38 for 18 yards (C.Sensabaugh).,0,0,0.0,0,3.0,3.0,-11.0,0.006727941716297119,0.3043007564179202,0.00842752508288895,0.4390810789982679,0.06780736503698491,0.004585918552894821,0.16906941419474614,0.0,0,1,1.0,0.011464151484892349
276644,1.0,4.0,319.0,1219.0,1219.0,17,3,0.0,1,(5:19) J.Fowler left guard to IND 1 for 3 yards (D.Jackson).,0,0,0.0,0,2.0,3.0,11.0,0.0027238314142231357,0.02265293552167568,8.189404903015579e-05,0.0375542704660708,0.8127323118165872,0.002981543393913973,0.12127321333849912,0.0,0,1,1.0,0.09856265903802458
276834,1.0,54.0,432.0,1332.0,1332.0,13,3,0.0,2,(7:12) (Shotgun) J.McCown pass short left to G.Barnidge to OAK 48 for 6 yards (M.Smith). OAK-C.Wilson was injured during the play. His return is Probable.,1,0,1.0,0,3.0,0.0,-17.0,0.008201395505634155,0.1901617597492628,0.002425446445506149,0.2933418531542724,0.220396462215708,0.005992989397982906,0.2794800935316336,0.0,1,0,1.0,0.061596423874087224
276963,1.0,73.0,669.0,669.0,2469.0,7,2,0.0,3,"(11:09) (Punt formation) A.Levine right end to BAL 29 for 2 yards (C.Peerman). FUMBLES (C.Peerman), and recovers at BAL 30. A.Levine to BAL 30 for no gain (C.Peerman). fake punt rushed by #41 Levine",0,0,0.0,0,3.0,3.0,-14.0,0.11970541178609133,0.234318633811644,0.004841309164426633,0.341248978906846,0.0782915054740397,0.004276748031992594,0.2173174128249596,0.0,0,1,1.0,0.017014107415789466
276984,0.0,2.0,120.0,120.0,1920.0,8,2,0.0,1,"(2:00) A.Dalton pass short left to T.Eifert for 2 yards, TOUCHDOWN. The Replay Official reviewed the incomplete pass ruling, and the play was REVERSED. A.Dalton pass incomplete short left to T.Eifert (B.Trawick).",0,0,1.0,0,2.0,3.0,14.0,0.16698841418988614,0.01566057623051239,5.311808421576171e-05,0.02496343466578884,0.6931875726186112,0.0021704940378607864,0.09697639017312487,0.0,1,0,0.0,0.06722282850542377
277014,1.0,50.0,397.0,1297.0,1297.0,12,3,0.0,5,"(6:37) (Shotgun) J.Flacco pass short right to S.Smith for 50 yards, TOUCHDOWN. No. 27 - Kilpatrick (CIN) injured on play. Smith makes catch at CIN45, breaks two tackles and runs down right sideline for TD.",1,0,1.0,0,3.0,3.0,-14.0,0.008931893135937561,0.17833525958797122,0.002255773599841111,0.27000949647442324,0.3031911073745923,0.006327128478398094,0.2309493413488364,0.0,1,0,1.0,0.07002178655098643
277086,1.0,87.0,112.0,112.0,112.0,21,4,0.0,17,(1:52) (Shotgun) J.Flacco pass incomplete deep right to M.Williams.,1,0,1.0,0,1.0,3.0,-5.0,0.7097966884466929,0.11659882065092372,0.007629262845087972,0.07771281991180726,0.031911034533473465,0.0006907182359293725,0.05566065537608532,0.0,1,0,0.0,0.0017761890958620241
277093,0.0,8.0,6.0,6.0,6.0,22,4,0.0,5,(:06) G.Bernard right tackle to BAL 3 for 5 yards (L.Guy; D.Smith).,0,0,0.0,0,1.0,0.0,5.0,0.2573023185186025,0.011174101119651936,9.862929371424232e-05,0.008394225812831451,0.6802705628786706,0.0006332802934343179,0.042126882083094896,0.0,0,1,1.0,0.028657677786990347
277228,0.0,78.0,121.0,1021.0,1021.0,15,3,0.0,8,(2:01) (Punt formation) C.Grant right end to JAC 24 for 2 yards (M.Slater).,0,0,0.0,0,2.0,3.0,-27.0,0.03207105037932842,0.28755669149237817,0.007390115250488831,0.4120111189870821,0.07373593359340533,0.004575543420468879,0.1826595468768485,0.0,0,1,0.0,0.013468572218712808
277346,1.0,20.0,51.0,51.0,1851.0,6,2,0.0,1,(:51) (Shotgun) C.Newton up the middle to NO 19 for 1 yard (R.Humber).,1,0,0.0,0,2.0,1.0,-3.0,0.3906717634274674,0.02177153656169188,0.0002195101452134309,0.016790169696997526,0.4778100112926211,0.0008688652990307658,0.09186814357697788,0.0,0,1,1.0,0.043895518719947936
277381,0.0,61.0,348.0,1248.0,1248.0,10,3,0.0,1,"(5:48) A.Johnson up the middle to NO 40 for 1 yard (A.Klein; C.Johnson). Andrus Peat reports as eligible Carolina challenged the first down ruling, and the play was Upheld. The ruling on the field stands. (Timeout #1.)",0,0,0.0,0,3.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,0.0
277992,0.0,51.0,630.0,630.0,630.0,19,4,0.0,6,(10:30) (Shotgun) P.Rivers sacked at SD 45 for -4 yards (sack split by S.Floyd and E.Griffen).,1,0,1.0,0,2.0,1.0,-23.0,0.11854605483549675,0.1605012141014631,0.002095261069151411,0.2356257211380495,0.2708302963069917,0.005518907692278901,0.2068825448565686,0.0,1,0,0.0,0.05603006092424897
278062,1.0,48.0,500.0,500.0,2300.0,4,2,0.0,3,(8:20) (Punt formation) J.Hekker pass incomplete short left to S.Bailey.,0,0,1.0,0,3.0,3.0,-9.0,0.17814815798923148,0.13405152437561385,0.0015217293165739414,0.1998461397216397,0.2607458149063677,0.005004750092690354,0.2206818835978829,0.0,1,0,0.0,0.057541877573802164
278159,1.0,61.0,79.0,79.0,79.0,18,4,0.0,5,"(1:19) (Shotgun) N.Foles pass short left to K.Britt to STL 46 for 7 yards (A.Blake). The Replay Official reviewed the pass completion ruling, and the play was REVERSED. (Shotgun) N.Foles pass incomplete short left to K.Britt.",1,0,1.0,0,0.0,3.0,-6.0,0.6882264182368957,0.07121036244525203,0.0022280160349083594,0.0503595292511255,0.10544381231363087,0.0008838607532603828,0.08164800096492708,0.0,1,0,0.0,0.008609276489528923
278306,1.0,12.0,409.0,409.0,409.0,21,4,0.0,1,(6:49) ARI #53-Shipley reports as eligible. S.Taylor up the middle to SF 10 for 2 yards (A.Lynch).,0,0,0.0,0,3.0,2.0,31.0,0.09233387469135282,0.03119438155421142,0.00013488127954158159,0.04967640643486023,0.6729485907101421,0.0032508832451012127,0.15046098208479064,0.0,0,1,1.0,0.1012525058508238
278412,1.0,49.0,54.0,54.0,1854.0,12,2,0.0,5,(:54) (Shotgun) R.Tannehill pass deep right intended for J.Cameron INTERCEPTED by R.Darby at BUF 30. R.Darby to MIA 49 for 21 yards (M.Pouncey).,1,0,1.0,0,1.0,1.0,-23.0,0.6451579679557441,0.052986719793219984,0.001244671644982324,0.03797562718123197,0.1821005142285436,0.0009275111744674981,0.07960698802181064,0.0,1,0,0.0,0.014496473454957227
278473,1.0,2.0,617.0,617.0,617.0,18,4,1.0,2,(10:17) (Shotgun) R.Tannehill pass incomplete short left to D.Parker.,1,0,1.0,0,3.0,3.0,-25.0,0.027260946822372505,0.023632022106085573,0.0009446060601043377,0.032601486386640295,0.6816527015549215,0.007686758766738073,0.2262214783031376,0.0,1,0,0.0,0.1542044818350818
278483,1.0,46.0,491.0,491.0,491.0,20,4,0.0,8,"(8:11) (Shotgun) R.Tannehill pass deep right to R.Matthews for 46 yards, TOUCHDOWN [Ma.Williams].",1,0,1.0,0,3.0,2.0,-25.0,0.17553254392497716,0.12948787403469209,0.0015390449541156366,0.18891225660705552,0.3229292637660305,0.005141323444510335,0.1764576932686188,0.0,1,0,1.0,0.0569833529730871
278505,1.0,6.0,23.0,23.0,23.0,22,4,1.0,6,(:23) R.Tannehill pass incomplete short right to D.Parker (R.Darby).,0,0,1.0,0,3.0,2.0,-26.0,0.19465647454764687,0.008378252777799394,0.00013483139328717355,0.004942526672230706,0.7321388496964158,0.0006876440834115258,0.059061420829208636,0.0,1,0,0.0,0.04324116070733275
278579,1.0,27.0,26.0,26.0,1826.0,10,2,0.0,1,(:26) R.Wilson pass short left to M.Lynch pushed ob at CHI 18 for 9 yards (A.Ball).,0,0,1.0,0,2.0,0.0,3.0,0.4936741349527448,0.026804868600725312,0.0003192608879523958,0.02048074326914574,0.3608852633862022,0.0008751652906288324,0.09696056361260076,0.0,1,0,1.0,0.03499163853740804
278640,1.0,43.0,520.0,520.0,520.0,19,4,0.0,1,(8:40) R.Wilson pass short right to J.Graham to CHI 37 for 6 yards (P.McPhee) [L.Houston].,0,0,1.0,0,2.0,3.0,23.0,0.15381631775311233,0.11395292805724368,0.001033921515495741,0.1756227162942572,0.2784259159624323,0.004886896245017894,0.2722613041724409,0.0,1,0,1.0,0.07580460299533825
278745,0.0,45.0,13.0,13.0,1813.0,10,2,0.0,1,"(:13) (Shotgun) P.Manning pass deep right to D.Thomas for 45 yards, TOUCHDOWN. PENALTY on DEN-D.Thomas, Unsportsmanlike Conduct, 15 yards, enforced between downs.",1,0,1.0,0,1.0,1.0,1.0,0.6657432263772097,0.041636361761166564,0.0007617552972189298,0.03112254737087689,0.1590469601934612,0.0008114633828247494,0.10087768561724192,1.0,1,0,1.0,0.01604428924877397
278842,1.0,15.0,34.0,34.0,34.0,23,4,0.0,5,(:34) (Shotgun) M.Stafford pass incomplete short right to G.Tate.,1,0,1.0,0,0.0,1.0,-12.0,0.31089389023192404,0.01631400321374817,0.00017023803763238995,0.012166515663473624,0.6072301234652788,0.0007566161437296635,0.052468613244213314,0.0,1,0,0.0,0.03186052249833561
278893,1.0,39.0,788.0,788.0,2588.0,7,2,0.0,5,"(13:08) (No Huddle, Shotgun) A.Rodgers pass incomplete short left to R.Cobb [T.Hali].",1,1,1.0,0,3.0,2.0,14.0,0.05220267880934927,0.11712901085250772,0.0011311645606133904,0.17624982636018105,0.4444055902119139,0.005680865987649765,0.2032008632177849,0.0,1,0,0.0,0.09030359954987009
279016,0.0,49.0,237.0,237.0,237.0,23,4,0.0,17,(3:57) (Shotgun) A.Smith pass deep middle to J.Maclin to GB 32 for 17 yards (S.Shields). GB-S.Shields was injured during the play.,1,0,1.0,0,3.0,0.0,-16.0,0.3819538295025451,0.10683126802078467,0.0014604833028478241,0.15104258218913205,0.23843219988878844,0.003899992043058622,0.11637964505284318,0.0,1,0,1.0,0.027748654792225755
279021,0.0,24.0,186.0,186.0,186.0,23,4,0.0,2,(3:06) (Shotgun) A.Smith pass short middle to J.Avant to GB 21 for 3 yards (Q.Rollins).,1,0,1.0,0,3.0,0.0,-16.0,0.2813545978887915,0.044936367675067854,0.00027553367022733154,0.06879058593191131,0.4579385438079296,0.003326375576608732,0.14337799544946375,0.0,1,0,1.0,0.06565831045022738
279147,0.0,20.0,267.0,1167.0,1167.0,16,3,0.0,2,(4:27) (Field Goal formation) S.Koch pass short middle to N.Boyle to PIT 23 for -3 yards (S.Spence).,0,0,1.0,0,2.0,3.0,-6.0,0.006517183424314409,0.05357803922650185,0.00030293104343559447,0.08553046889020119,0.6787761666975861,0.004470390553664712,0.17082482016429626,0.0,1,0,0.0,0.11595181660792553
279155,0.0,51.0,24.0,924.0,924.0,18,3,0.0,1,"(:24) (Shotgun) J.Flacco pass short right to N.Boyle to PIT 44 for 7 yards (A.Blake, L.Timmons).",1,0,1.0,0,2.0,3.0,-6.0,0.03921083566759855,0.1633784793754732,0.001804702545961076,0.2532523848046193,0.22217261708986408,0.005582498782098442,0.3145984817343854,0.0,1,0,1.0,0.06989516801942622
279178,0.0,43.0,260.0,260.0,260.0,20,4,0.0,1,"(4:20) J.Flacco up the middle to PIT 43 for no gain (S.Tuitt, J.Harrison).",0,0,0.0,0,2.0,3.0,-3.0,0.3407000065888137,0.08780077514345383,0.0007936171990961276,0.13399166511538269,0.21810837609186995,0.003760312265053927,0.21484524759632967,0.0,0,1,0.0,0.04685954806429119
279188,0.0,61.0,131.0,131.0,131.0,22,4,0.0,10,(2:11) (Shotgun) J.Flacco sacked at BAL 29 for -10 yards (J.Harrison).,1,0,1.0,0,2.0,2.0,-3.0,0.5331459146426754,0.10809068155005183,0.0018672614019734505,0.151983695325161,0.09886959252868437,0.002789601614700209,0.10325325293675386,0.0,1,0,0.0,0.010208607045118036
279213,1.0,39.0,757.0,757.0,757.0,26,5,0.0,2,(12:37) (Shotgun) A.Villanueva reported in as eligible.  M.Vick left end to BAL 39 for no gain (E.Dumervil).,1,0,0.0,0,1.0,2.0,0.0,0.06007418580148888,0.11467002702609035,0.0010140510870293507,0.1762008374827407,0.3941400379794219,0.005538501245822374,0.2483623593774065,0.0,0,1,0.0,0.09788954975766982
279223,1.0,33.0,585.0,585.0,585.0,28,5,0.0,1,(9:45) M.Vick pass incomplete short right to A.Brown. Coverage #22 Smith.,0,0,1.0,0,0.0,2.0,0.0,0.09908827408908004,0.08581213317778966,0.0006139257096541334,0.13416780949305313,0.4206115203226666,0.004903144620175694,0.25480319258758066,0.0,1,0,0.0,0.1071731582173315
279344,1.0,45.0,448.0,1348.0,1348.0,16,3,0.0,2,(7:28) (Shotgun) R.Tannehill pass incomplete short right to J.Cameron (M.Gilchrist).,1,0,1.0,0,3.0,3.0,-20.0,0.006722741821484363,0.1509530647814167,0.001553693556214869,0.23551243473250064,0.32825556225557306,0.00615777262751215,0.2708447302252982,0.0,1,0,0.0,0.08890628920406426
279357,1.0,41.0,210.0,1110.0,1110.0,18,3,0.0,10,(3:30) (Shotgun) R.Tannehill pass incomplete deep right to K.Stills.,1,0,1.0,0,3.0,3.0,-20.0,0.015270194528959856,0.13301132378450956,0.0014464431272092546,0.19876881293631327,0.4638549036236346,0.006120402364528921,0.1815279196348446,0.0,1,0,0.0,0.08420261566721973
279399,1.0,9.0,304.0,304.0,304.0,24,4,1.0,9,"(5:04) (No Huddle, Shotgun) R.Tannehill pass short middle intended for J.Landry INTERCEPTED by D.Revis at NYJ -6. Touchback. PENALTY on MIA-J.Landry, Unsportsmanlike Conduct, 15 yards, enforced at NYJ 20.",1,1,0.0,0,3.0,3.0,-13.0,0.07519086155924581,0.015014226857080657,7.298776548049908e-05,0.017217627622781097,0.8047313044926686,0.0019294653470427801,0.08584352635570049,1.0,0,0,0.0,0.06908097294647363
279415,1.0,26.0,111.0,111.0,111.0,26,4,0.0,10,(1:51) (Shotgun) R.Tannehill pass deep left intended for J.Cameron INTERCEPTED by M.Williams at NYJ -3. Touchback.,1,0,1.0,0,1.0,3.0,-13.0,0.34984037408640023,0.029034380377556908,0.00042135914051566215,0.021077864912763904,0.5371896977685222,0.0009858137060545953,0.06145051000818647,0.0,1,0,0.0,0.03301058089901924
279782,1.0,1.0,733.0,733.0,733.0,22,4,1.0,1,(12:13) T.Taylor pass short right to Ka.Williams to NYG 1 for no gain (D.Rodgers-Cromartie; J.Thomas). Caught in flat at NYG 2.,0,0,1.0,0,3.0,2.0,-13.0,0.01895021481781513,0.0295139928380663,0.0032834892383007816,0.04417110608601287,0.5484841222736484,0.013815394038705887,0.34178168070745063,0.0,1,0,0.0,0.1874618251520384
279816,1.0,55.0,155.0,155.0,155.0,28,4,0.0,5,(2:35) (Shotgun) T.Taylor pass short left to C.Clay to NYG 48 for 7 yards (P.Amukamara; J.Casillas). Caught in flat at 50.,1,0,1.0,0,3.0,2.0,-14.0,0.4921708570182164,0.10035383263737592,0.001406537763171359,0.1446463756098051,0.12927669954264526,0.003066975777609209,0.12907872165117676,0.0,1,0,1.0,0.016686871116247916
279831,1.0,27.0,11.0,11.0,11.0,28,4,0.0,19,"(:11) (Shotgun) T.Taylor pass incomplete deep left to P.Harvin [D.Moore]. Overthrown, receiver in back of end zone.",1,0,1.0,0,0.0,2.0,-14.0,0.4402858423030233,0.025232351570149338,0.0003981813976789199,0.017946610729079972,0.4700945864079228,0.000834423527154927,0.04520800406499094,0.0,1,0,0.0,0.021252037973259606
279956,1.0,35.0,243.0,1143.0,1143.0,19,3,0.0,1,(4:03) K.Pamphile reported in as eligible.  D.Martin left end pushed ob at CAR 11 for 24 yards (T.Boston).,0,0,0.0,0,3.0,3.0,-20.0,0.012230139240731118,0.10436297371737388,0.0007895412318173822,0.1662598683953616,0.42916004989861056,0.005647120915477214,0.28155030660062835,0.0,0,1,1.0,0.12083014362969477
280000,1.0,73.0,158.0,158.0,158.0,25,4,0.0,2,"(2:38) (Shotgun) J.Winston scrambles left end ran ob at TB 29 for 2 yards. Carolina challenged the first down ruling, and the play was Upheld. The ruling on the field stands. (Timeout #1.)",1,0,1.0,1,2.0,2.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,0.0
280197,0.0,86.0,10.0,10.0,10.0,23,4,0.0,16,"(:10) (Shotgun) S.Bradford pass short left to J.Matthews to PHI 26 for 12 yards. Lateral to N.Agholor to PHI 33 for 7 yards. FUMBLES, RECOVERED by WAS-T.Murphy at PHI 30. T.Murphy to PHI 30 for no gain (D.Sproles).",1,0,1.0,0,0.0,1.0,-3.0,0.7868387936738107,0.08429905779109148,0.005346696512357,0.05611730029274442,0.02474050607668771,0.0005134916761528602,0.042144153977155874,0.0,1,0,0.0,0.0010426676975686874
280367,1.0,75.0,90.0,90.0,90.0,23,4,0.0,5,(1:30) (Shotgun) J.Cutler pass short left to M.Bennett to CHI 32 for 7 yards (K.Lambert).,1,0,1.0,0,2.0,3.0,-1.0,0.7167348921029881,0.09018966758856688,0.003941412643242241,0.06275241812160769,0.05006410411072292,0.0007494800277503919,0.07556802540512178,0.0,1,0,1.0,0.0037832454913237713
280392,1.0,45.0,624.0,1524.0,3324.0,3,1,0.0,1,(10:24) D.Freeman right end to HOU 44 for 1 yard (V.Wilfork).,0,0,0.0,0,3.0,3.0,0.0,0.0033187337976524683,0.1482361485390644,0.001431550736782421,0.2367474250547763,0.2953556953832917,0.006034132740891503,0.3088763137475412,0.0,0,1,1.0,0.09122837843433282
280484,0.0,32.0,769.0,1669.0,1669.0,15,3,0.0,3,(12:49) (Shotgun) R.Mallett pass incomplete short right to A.Foster.,1,0,1.0,0,3.0,3.0,-27.0,0.0013269968968016939,0.09690117241390084,0.0007639040072069418,0.15390698329541114,0.5365142521119239,0.0057572264663240105,0.20482946480843145,0.0,1,0,0.0,0.10989392712218124
